NPTDR File Region	NPTDR File Admin Area	NPTDR Operator Code	Code Problem	NPTDR Route Numbers
Great Britain	National	CRO	missing	BusRoute M53
Great Britain	National	RRS	missing	BusRoute 30
Great Britain	National	KTL	missing	BusRoute C60
Great Britain	National	YRB	missing	BusRoute 72, BusRoute 607, BusRoute 610, BusRoute 611, BusRoute 612, BusRoute 613, BusRoute 614, BusRoute 615, BusRoute 616, BusRoute 617, BusRoute 618, BusRoute 619, BusRoute 620, BusRoute 621, BusRoute 622, BusRoute 623, BusRoute 624, BusRoute 625, BusRoute 626, BusRoute 627, BusRoute 630, BusRoute 636, BusRoute 637, BusRoute 640, BusRoute 641, BusRoute 645, BusRoute 649, BusRoute 650, BusRoute 652, BusRoute 653, BusRoute 656, BusRoute 657, BusRoute 658, BusRoute 659, BusRoute 660, BusRoute 670, BusRoute 675, BusRoute 677, BusRoute 680, BusRoute 681, BusRoute 682, BusRoute 709, BusRoute 710, BusRoute 714, BusRoute 845, BusRoute 846, BusRoute 990, BusRoute X6, BusRoute X11, BusRoute 606
Great Britain	National	RS	missing	BusRoute 293, BusRoute 296
Great Britain	National	CRP	missing	BusRoute S116, BusRoute B18D, BusRoute S92S, BusRoute CRP
Great Britain	National	NFL	missing	FerryRoute NF1
Great Britain	National	FEC	missing	BusRoute 1, BusRoute 2, BusRoute 3, BusRoute 4, BusRoute 5, BusRoute 6, BusRoute 7, BusRoute 8, BusRoute 9, BusRoute 10, BusRoute 11, BusRoute 12, BusRoute 13, BusRoute 14, BusRoute 15, BusRoute 16, BusRoute 17, BusRoute 18, BusRoute 19, BusRoute 1A, BusRoute 1B, BusRoute 20, BusRoute 21, BusRoute 22, BusRoute 23, BusRoute 24, BusRoute 25, BusRoute 26, BusRoute 27, BusRoute 28, BusRoute 29, BusRoute 30, BusRoute 31, BusRoute 35, BusRoute 40, BusRoute 41, BusRoute 42, BusRoute 43, BusRoute 44, BusRoute 45, BusRoute 52, BusRoute 55, BusRoute 57, BusRoute 6B, BusRoute 8A, BusRoute 9A, BusRoute X1, BusRoute X2, BusRoute X3, BusRoute 10B, BusRoute 12A, BusRoute 12B, BusRoute 14A, BusRoute 14B, BusRoute 15A, BusRoute 16A, BusRoute 17A, BusRoute 19A, BusRoute 24A, BusRoute 402, BusRoute 403, BusRoute 409, BusRoute 40A, BusRoute 40B, BusRoute 41A, BusRoute 42A, BusRoute 43A, BusRoute 500, BusRoute 802, BusRoute 807, BusRoute 808, BusRoute 809, BusRoute X40, BusRoute 61, BusRoute 62, BusRoute 63, BusRoute 64, BusRoute 65, BusRoute 66, BusRoute 67, BusRoute 70, BusRoute 75, BusRoute 76, BusRoute 77, BusRoute 78, BusRoute 80, BusRoute 81, BusRoute 82, BusRoute 83, BusRoute 87, BusRoute 88, BusRoute 99, BusRoute 101, BusRoute 102, BusRoute 116, BusRoute 118, BusRoute 61A, BusRoute 70A, BusRoute 800, BusRoute 801, BusRoute 88A, BusRoute 978, BusRoute 99A
Great Britain	National	MBU	missing	BusRoute 335, BusRoute 339
Great Britain	National	SH	missing	CoachRoute 032, CoachRoute 007, CoachRoute 033, CoachRoute 060, CoachRoute 040, CoachRoute 022, CoachRoute 010, CoachRoute 030, CoachRoute 031, CoachRoute 035, CoachRoute 023, CoachRoute 027, CoachRoute 024, CoachRoute 021, CoachRoute 025, BusRoute 7, BusRoute 20, BusRoute 21, BusRoute 22, BusRoute 23, BusRoute 24, BusRoute 26, BusRoute 27, BusRoute 28, BusRoute 29, BusRoute 70, BusRoute 71, BusRoute 72, BusRoute 74, BusRoute 75, BusRoute 76, BusRoute 98, BusRoute 99, BusRoute N1, BusRoute N2, BusRoute 100F, BusRoute 20A, BusRoute 20B, BusRoute 21A, BusRoute 21B, BusRoute 22A, BusRoute 22B, BusRoute 22C, BusRoute 22X, BusRoute 23A, BusRoute 26A, BusRoute 292, BusRoute 347, BusRoute 349, BusRoute 504, BusRoute 33, BusRoute 33A, BusRoute 34, BusRoute 37, BusRoute 38, BusRoute 39, BusRoute 50, BusRoute 59, BusRoute 400, BusRoute 36, BusRoute 40, BusRoute 58, BusRoute 159, BusRoute 25, BusRoute 80, BusRoute 148, BusRoute X80
Great Britain	National	SI	missing	BusRoute 339
Great Britain	National	2527	missing	BusRoute 145, BusRoute 146, BusRoute 174, BusRoute 175, BusRoute 286, BusRoute 854, BusRoute 901, BusRoute 124, BusRoute 171, BusRoute 101, BusRoute 172, BusRoute 125
Great Britain	National	FED	missing	BusRoute E08, BusRoute 7, BusRoute 8, BusRoute 8A, BusRoute 9, BusRoute 9A, BusRoute 12, BusRoute 12A, BusRoute 12B, BusRoute 12C, BusRoute 60, BusRoute 61, BusRoute 61A, BusRoute 62, BusRoute 62A, BusRoute 65, BusRoute 66, BusRoute 71, BusRoute 72, BusRoute 73, BusRoute 81, BusRoute 90A, BusRoute 90B, BusRoute 95, BusRoute 95A, BusRoute 313, BusRoute 314, BusRoute 361, BusRoute 362, BusRoute 363, BusRoute 391, BusRoute 395, BusRoute 396, BusRoute 397, BusRoute 398, BusRoute P32, BusRoute X70, BusRoute X95, BusRoute 67, BusRoute 68, BusRoute 83, BusRoute 43, BusRoute 44, BusRoute 44A, BusRoute 44B, BusRoute 44C, BusRoute 129, BusRoute X4, BusRoute X43, BusRoute 6, BusRoute 44D, BusRoute 110, BusRoute 121, BusRoute 124, BusRoute 125, BusRoute 126, BusRoute 127, BusRoute 133, BusRoute X5, BusRoute X6, BusRoute X8, BusRoute X13, BusRoute 123, BusRoute 1, BusRoute 1A, BusRoute 2, BusRoute 3, BusRoute 4, BusRoute 4A, BusRoute 5, BusRoute 6A, BusRoute 6B, BusRoute 10, BusRoute 11, BusRoute 13, BusRoute 13A, BusRoute 15, BusRoute 15A, BusRoute 17, BusRoute 17A, BusRoute 27, BusRoute 42, BusRoute 45, BusRoute 46, BusRoute 49, BusRoute 76, BusRoute 98, BusRoute 99, BusRoute X19, BusRoute X37, BusRoute 40, BusRoute 40A, BusRoute 86, BusRoute 86A, BusRoute 90, BusRoute 139, BusRoute 140, BusRoute 141, BusRoute 302, BusRoute 303, BusRoute X86, BusRoute 19, BusRoute 275, BusRoute C8, BusRoute C10, BusRoute C11, BusRoute C12, BusRoute C16, BusRoute C54, BusRoute C57, BusRoute C58, BusRoute C68, BusRoute C69, BusRoute C70, BusRoute 11A, BusRoute 16, BusRoute 32, BusRoute 32A, BusRoute 38, BusRoute 53, BusRoute 54, BusRoute 54A, BusRoute 56, BusRoute 57, BusRoute 58, BusRoute 59, BusRoute 63, BusRoute 310, BusRoute 312, BusRoute 324, BusRoute 325, BusRoute 326, BusRoute 338, BusRoute 350, BusRoute 351, BusRoute 353, BusRoute 356, BusRoute 357, BusRoute 358, BusRoute 368, BusRoute 507, BusRoute 508, BusRoute 509, BusRoute 510, BusRoute 512, BusRoute 513, BusRoute 651, BusRoute 652, BusRoute 653, BusRoute S8, BusRoute UL, BusRoute X38, BusRoute X39, BusRoute C32, BusRoute 24, BusRoute B1, BusRoute L1, BusRoute L2, BusRoute 14A, BusRoute 20, BusRoute 20A, BusRoute 21A, BusRoute 25, BusRoute 26, BusRoute 28, BusRoute 29, BusRoute 29A, BusRoute 30, BusRoute 44N, BusRoute 190, BusRoute 416, BusRoute 417, BusRoute 418, BusRoute 419, BusRoute 427, BusRoute 428, BusRoute 435, BusRoute 449, BusRoute 466, BusRoute 475, BusRoute 484, BusRoute X1, BusRoute X14, BusRoute X15, BusRoute X20, BusRoute X21, BusRoute X22, BusRoute X23, BusRoute X24, BusRoute X26, BusRoute X27, BusRoute X28, BusRoute X32, BusRoute X33, BusRoute 21, BusRoute 22, BusRoute 403, BusRoute 409, BusRoute 410, BusRoute 474, BusRoute 487, BusRoute 489
Great Britain	National	AMB	missing	BusRoute 600, BusRoute 730, BusRoute 731, BusRoute 834, BusRoute 882, BusRoute 901, BusRoute 910, BusRoute 911, BusRoute 606, BusRoute 607
Great Britain	National	ALM	missing	BusRoute W18
Great Britain	National	SJ	missing	BusRoute 175, BusRoute 185, BusRoute 636, BusRoute 640, BusRoute 668, BusRoute 754, BusRoute 757, BusRoute 782, BusRoute 777
Great Britain	National	MCL	missing	BusRoute 205, BusRoute 215, BusRoute 204
Great Britain	National	SYRK	missing	BusRoute 20, BusRoute 20A
Great Britain	National	TYN	missing	BusRoute 137
Great Britain	National	NGB	missing	BusRoute 106, BusRoute 107, BusRoute 108, BusRoute 115, BusRoute 121, BusRoute 196, BusRoute 481, BusRoute 482, BusRoute 495, BusRoute 497, BusRoute 498, BusRoute 521, BusRoute 532, BusRoute 536, BusRoute 610
Great Britain	National	ALN	missing	BusRoute 113, BusRoute 158, BusRoute M12, BusRoute 20, BusRoute 397, BusRoute 667, BusRoute 279, BusRoute 298, BusRoute 313, BusRoute 317, BusRoute 327, BusRoute 491
Great Britain	National	2660	missing	BusRoute 79C
Great Britain	National	SVM	missing	BusRoute 83, BusRoute 84
Great Britain	National	SK	missing	BusRoute 47, BusRoute 51, BusRoute 53, BusRoute 61, BusRoute 99, BusRoute P4, BusRoute 122, BusRoute 136, BusRoute N136, BusRoute 177, BusRoute 178, BusRoute 199, BusRoute 208, BusRoute 227, BusRoute 269, BusRoute 273, BusRoute 314, BusRoute 354, BusRoute 356, BusRoute 380, BusRoute 386, BusRoute 469, BusRoute 472, BusRoute 638, BusRoute N47, BusRoute 210, BusRoute 355, BusRoute 392, BusRoute 521, BusRoute 527, BusRoute 833, BusRoute 852, BusRoute 853, BusRoute N
Great Britain	National	CRS	missing	BusRoute 7, BusRoute 129
Great Britain	National	AMD	missing	BusRoute W9
Great Britain	National	MDA	missing	BusRoute 90, BusRoute 91, BusRoute 93, BusRoute 322
Great Britain	National	SWC	missing	BusRoute 15, BusRoute 36, BusRoute 61, BusRoute 62, BusRoute 109, BusRoute 117, BusRoute 205, BusRoute 206, BusRoute 211, BusRoute 212, BusRoute 214, BusRoute 230, BusRoute 270, BusRoute 30, BusRoute 210, BusRoute 220, BusRoute 7, BusRoute 42, BusRoute 73, BusRoute 74, BusRoute 1, BusRoute 1B, BusRoute 1S, BusRoute 2S, BusRoute 5, BusRoute 8, BusRoute 14, BusRoute 32, BusRoute 33, BusRoute 34, BusRoute 40, BusRoute 68, BusRoute 81, BusRoute 202, BusRoute 648, BusRoute 1A, BusRoute 3, BusRoute 10, BusRoute 11, BusRoute 11A, BusRoute 19, BusRoute 19A, BusRoute 28, BusRoute 31, BusRoute 519, BusRoute 665, BusRoute 22, BusRoute 40A, BusRoute 9, BusRoute 158, BusRoute 26, BusRoute 80
Great Britain	National	RW	missing	BusRoute T01, BusRoute 45, BusRoute 132, BusRoute 723, BusRoute 32, BusRoute 33
Great Britain	National	TAT	missing	BusRoute 34A, BusRoute 96A, BusRoute 97A, BusRoute 411, BusRoute 97, BusRoute 416, BusRoute 486, BusRoute 300, BusRoute 301, BusRoute 409, BusRoute 417, BusRoute 461, BusRoute 481, BusRoute 34, BusRoute 401, BusRoute 498, BusRoute 94, BusRoute 96, BusRoute 410, BusRoute 14, BusRoute 448, BusRoute 52, BusRoute 420
Great Britain	National	MCN	missing	BusRoute 202, BusRoute 248, BusRoute 200
Great Britain	National	RSL	missing	BusRoute 247
Great Britain	National	WLC	missing	FerryRoute F3, FerryRoute F6, FerryRoute WLC
Great Britain	National	SL	missing	CoachRoute SK1, FerryRoute HSS, FerryRoute SL1, BusRoute 2, BusRoute 19, BusRoute 50, BusRoute 59, BusRoute 60, BusRoute N2, BusRoute 109, BusRoute N109, BusRoute 133, BusRoute N133, BusRoute N137, BusRoute 159, BusRoute 176, BusRoute 194, BusRoute 197, BusRoute 198, BusRoute 249, BusRoute 250, BusRoute 255, BusRoute 264, BusRoute 289, BusRoute 312, BusRoute 319, BusRoute 405, BusRoute 410, BusRoute 412, BusRoute 417, BusRoute 432, BusRoute 455, BusRoute 690, BusRoute N19
Great Britain	National	TA	missing	BusRoute 641, BusRoute 645
Great Britain	National	SM	missing	BusRoute 842, BusRoute 861, BusRoute 887
Great Britain	National	MCO	missing	BusRoute 362, BusRoute 338A
Great Britain	National	EAR	missing	BusRoute 56K, BusRoute 623, BusRoute 56H, BusRoute 624
Great Britain	National	BPH	missing	BusRoute 10, BusRoute 11
Great Britain	National	MDC	missing	BusRoute 9X, BusRoute 21E, BusRoute X12, BusRoute 21X, BusRoute 10, BusRoute 17, BusRoute 21, BusRoute 9, BusRoute 125, BusRoute 234, BusRoute 246
Great Britain	National	SN	missing	BusRoute 398, BusRoute 399, BusRoute 57, BusRoute 58, BusRoute 58A, BusRoute 158, BusRoute 1A, BusRoute 21A, BusRoute 21B, BusRoute 22, BusRoute 22A, BusRoute 23, BusRoute 23A, BusRoute 23B, BusRoute 25, BusRoute 25B, BusRoute 28, BusRoute 28A, BusRoute 29, BusRoute 30A, BusRoute 52, BusRoute 54, BusRoute 54B, BusRoute 54C, BusRoute 92, BusRoute 92A, BusRoute 154, BusRoute 192, BusRoute 221, BusRoute 614, BusRoute 615, BusRoute 621, BusRoute 622, BusRoute 968, BusRoute 980, BusRoute X28, BusRoute 21, BusRoute 25A, BusRoute 30, BusRoute 102, BusRoute 112, BusRoute 901, BusRoute 932, BusRoute 4, BusRoute 61, BusRoute 3, BusRoute 14, BusRoute 1, BusRoute 2
Great Britain	National	TB	missing	BusRoute 004B, BusRoute 15, BusRoute 17, BusRoute 1A, BusRoute 20, BusRoute 21, BusRoute 23, BusRoute 030, BusRoute 0AB0, BusRoute 0AR0, BusRoute 0BCA, BusRoute H1, BusRoute 0HQ0, BusRoute 0IFA, BusRoute 0MB0, BusRoute 0MR0, BusRoute 0NA0, BusRoute 0RA0, BusRoute 0TP0, BusRoute 0V10, BusRoute 0V20, BusRoute 0V30, BusRoute 0VN0, BusRoute 140, BusRoute 15A, BusRoute 182, BusRoute 185, BusRoute 186, BusRoute 190, BusRoute 1990, BusRoute 215, BusRoute 241, BusRoute 6.1, BusRoute 6.2, BusRoute 6.3, BusRoute 6.4, BusRoute 6.X, BusRoute 7.1, BusRoute 7.2, BusRoute 9.2N, BusRoute 9.1, BusRoute 9.2, BusRoute 9.3, BusRoute AMB0, BusRoute IGO0, BusRoute LEX0, BusRoute ONEA, BusRoute PROA, BusRoute ROY0, BusRoute SFB0, BusRoute SFR0, BusRoute SPI0, BusRoute TWO0, BusRoute X38, BusRoute 0CL0, BusRoute 001A, BusRoute 0030, BusRoute 0070, BusRoute 18, BusRoute 22, BusRoute 27, BusRoute 03A0, BusRoute 03B0, BusRoute 03C0, BusRoute 90, BusRoute 0BX0, BusRoute 0C50, BusRoute 0CC0, BusRoute 0CE0, BusRoute 0KC0, BusRoute 0N32, BusRoute 0RC0, BusRoute 0RL0, BusRoute 141, BusRoute BLUE, BusRoute COT0, BusRoute RED0
Great Britain	National	AMG	missing	BusRoute B2, BusRoute B3, BusRoute 11, BusRoute 200, BusRoute 202, BusRoute 203, BusRoute 204, BusRoute 209, BusRoute 211, BusRoute 214, BusRoute 216, BusRoute 217, BusRoute 221, BusRoute 222, BusRoute 224, BusRoute 228, BusRoute 231, BusRoute 241, BusRoute 242, BusRoute 497, BusRoute 500, BusRoute 504, BusRoute 505, BusRoute 507, BusRoute 509, BusRoute 511, BusRoute B1, BusRoute 213, BusRoute 226, BusRoute 538, BusRoute 581, BusRoute 498, BusRoute 207, BusRoute 69, BusRoute 206, BusRoute 208
Great Britain	National	SWD	missing	BusRoute 32, BusRoute 33, BusRoute 35, BusRoute 38, BusRoute 45, BusRoute 74, BusRoute 74A, BusRoute 132, BusRoute 412, BusRoute 416
Great Britain	National	ALS	missing	BusRoute 166, BusRoute 403, BusRoute 466, BusRoute 685
Great Britain	National	KTT	missing	BusRoute 36, BusRoute H1, BusRoute P1, BusRoute P2, BusRoute P3, BusRoute 130, BusRoute 131, BusRoute 150, BusRoute 208, BusRoute 209, BusRoute 293, BusRoute 295, BusRoute 297, BusRoute 298, BusRoute 327, BusRoute 335, BusRoute 360, BusRoute 474, BusRoute 475, BusRoute 523, BusRoute 525, BusRoute 526, BusRoute 541, BusRoute 542, BusRoute 544, BusRoute 553, BusRoute 593, BusRoute 649, BusRoute 666
Great Britain	National	SELS	missing	BusRoute 1, BusRoute 2, BusRoute 3, BusRoute 4
Great Britain	National	CSL	missing	BusRoute 1, BusRoute 3, BusRoute 4, BusRoute 5, BusRoute 27, BusRoute 2A, BusRoute 2C, BusRoute 035B, BusRoute 036B, BusRoute 71, BusRoute 73, BusRoute 74, BusRoute 77, BusRoute 79, BusRoute 149, BusRoute 155, BusRoute 157, BusRoute 158, BusRoute 160, BusRoute 177, BusRoute 194, BusRoute 21A, BusRoute 305, BusRoute 336, BusRoute 400, BusRoute 580, BusRoute 581, BusRoute 582, BusRoute 617, BusRoute 643, BusRoute 651, BusRoute 740, BusRoute A30, BusRoute A40
Great Britain	National	SWE	missing	BusRoute 357, BusRoute 360, BusRoute 361
Great Britain	National	ABBL	missing	BusRoute 1, BusRoute 80, BusRoute 89, BusRoute 131, BusRoute 132, BusRoute 134, BusRoute 55, BusRoute 2
Great Britain	National	TC	missing	BusRoute 32, BusRoute 32A, BusRoute 260, BusRoute 259, BusRoute 114, BusRoute 115, BusRoute 117
Great Britain	National	SO	missing	BusRoute 555
Great Britain	National	TCA	missing	BusRoute 646
Great Britain	National	TD	missing	BusRoute 46, BusRoute 47, BusRoute 46A, BusRoute X5, BusRoute X4
Great Britain	National	DWC	missing	BusRoute 506, BusRoute 559
Great Britain	National	PML	missing	BusRoute W9, BusRoute W7
Great Britain	National	MCR	missing	BusRoute 1
Great Britain	National	TYT	missing	BusRoute 915, BusRoute 916, BusRoute 917, BusRoute 918
Great Britain	National	ALT	missing	BusRoute 30, BusRoute 316, BusRoute 333, BusRoute X52, BusRoute X53, BusRoute 10A, BusRoute 10, BusRoute 14, BusRoute 15
Great Britain	National	SQ	missing	BusRoute LINK, BusRoute N18, BusRoute N19, BusRoute 4, BusRoute 10, BusRoute 506, BusRoute 507, BusRoute 538, BusRoute 539, BusRoute S1, BusRoute S2, BusRoute S3, BusRoute S4, BusRoute S5, BusRoute S6, BusRoute U1N, BusRoute 11, BusRoute 12, BusRoute 502, BusRoute 3, BusRoute 14, BusRoute 18, BusRoute 8, BusRoute 9, BusRoute 2, BusRoute 001
Great Britain	National	CRY	missing	BusRoute 718
Great Britain	National	BOW	missing	BusRoute 042, BusRoute 442, BusRoute 42A, BusRoute 118, BusRoute 27, BusRoute 42, BusRoute 051, BusRoute 58, BusRoute 60, BusRoute 61, BusRoute 62, BusRoute 63, BusRoute 64, BusRoute 69, BusRoute 76, BusRoute 111, BusRoute 177, BusRoute 189, BusRoute 190, BusRoute 194, BusRoute 389, BusRoute 393, BusRoute 449, BusRoute 489, BusRoute 62A
Great Britain	National	FEL	missing	BusRoute 130, BusRoute 131, BusRoute 132, BusRoute 134, BusRoute 135, BusRoute 136, BusRoute 137, BusRoute 138, BusRoute 139, BusRoute 140, BusRoute 562
Great Britain	National	CTB	missing	BusRoute 81A, BusRoute 83, BusRoute 84, BusRoute 81, BusRoute 62, BusRoute 7, BusRoute 16, BusRoute 17
Great Britain	National	TE	missing	CoachRoute A50, CoachRoute A51, BusRoute U7, BusRoute 112, BusRoute 350, BusRoute 481, BusRoute 490, BusRoute 941, BusRoute H20, BusRoute H26, BusRoute H28
Great Britain	National	DVP	missing	BusRoute 164, BusRoute 167, BusRoute X26, BusRoute 161, BusRoute 162, BusRoute 163, BusRoute 165
Great Britain	National	SWG	missing	BusRoute 604, BusRoute 698
Great Britain	National	TF	missing	BusRoute 224, BusRoute 226, BusRoute 227
Great Britain	National	2666	missing	BusRoute 339
Great Britain	National	AMK	missing	BusRoute 67, BusRoute 68, BusRoute 295, BusRoute 68A
Great Britain	National	SSWN	missing	BusRoute 65, BusRoute 66, BusRoute 20
Great Britain	National	TCC	missing	BusRoute 0BBA, BusRoute 499, BusRoute 508
Great Britain	National	MCT	missing	BusRoute 213, BusRoute 214, BusRoute 5, BusRoute 9, BusRoute 10, BusRoute 18, BusRoute 25, BusRoute 35, BusRoute 75, BusRoute 75A, BusRoute 76, BusRoute 200, BusRoute 201, BusRoute 240, BusRoute 282, BusRoute 297B, BusRoute 298, BusRoute 299, BusRoute 478, BusRoute 506, BusRoute 507, BusRoute 510, BusRoute 516, BusRoute 526, BusRoute 574, BusRoute 575, BusRoute 610, BusRoute 613, BusRoute 613A, BusRoute 637, BusRoute 646, BusRoute 647, BusRoute 680, BusRoute 707, BusRoute 708, BusRoute 710, BusRoute X56, BusRoute 19, BusRoute 227, BusRoute 334, BusRoute 517, BusRoute 560, BusRoute 208, BusRoute 530, BusRoute X96, BusRoute 23, BusRoute 23A, BusRoute 341, BusRoute 342
Great Britain	National	CHTR	missing	BusRoute 127, BusRoute 128
Great Britain	National	CTC	missing	BusRoute 503
Great Britain	National	KTW	missing	BusRoute DS
Great Britain	National	SR	missing	BusRoute 81B, BusRoute 80, BusRoute 69, BusRoute X14
Great Britain	National	TG	missing	BusRoute 7D, BusRoute 10, BusRoute 14, BusRoute 18, BusRoute 39, BusRoute 44B, BusRoute 52, BusRoute 53A, BusRoute 57, BusRoute 60, BusRoute 60A, BusRoute 53
Great Britain	National	2535	missing	BusRoute 290, BusRoute 881, BusRoute 166, BusRoute 188, BusRoute 194, BusRoute 248, BusRoute 266, BusRoute 288, BusRoute 156
Great Britain	National	SOUL	missing	BusRoute 19, BusRoute 21, BusRoute 19E, BusRoute OU
Great Britain	National	TH	missing	BusRoute 160, BusRoute 162, BusRoute 164, BusRoute 606, BusRoute 612, BusRoute 875
Great Britain	National	SS	missing	BusRoute 002B, BusRoute 44, BusRoute 661, BusRoute 951, BusRoute 952, BusRoute 953, BusRoute 954, BusRoute LINK, BusRoute 1, BusRoute 2, BusRoute 3, BusRoute 4, BusRoute 5, BusRoute 6, BusRoute 7, BusRoute 9, BusRoute 10, BusRoute 14, BusRoute 17, BusRoute 18, BusRoute 19, BusRoute 20, BusRoute 38, BusRoute 41, BusRoute 46, BusRoute 47, BusRoute 48, BusRoute 51, BusRoute 52, BusRoute 53, BusRoute 55, BusRoute 56, BusRoute 59, BusRoute 60, BusRoute 66, BusRoute 67, BusRoute 6A, BusRoute 70, BusRoute 71, BusRoute 83, BusRoute 90, BusRoute 91, BusRoute 92, BusRoute A9, BusRoute T1, BusRoute T2, BusRoute T3, BusRoute T5, BusRoute T6, BusRoute T7, BusRoute T8, BusRoute T9, BusRoute 233, BusRoute 238, BusRoute 272, BusRoute 401, BusRoute 403, BusRoute 413, BusRoute 414, BusRoute 415, BusRoute 418, BusRoute 422, BusRoute 423, BusRoute 424, BusRoute 426, BusRoute 438, BusRoute 47A, BusRoute 503, BusRoute 504, BusRoute 505, BusRoute 520, BusRoute 547, BusRoute 548, BusRoute 600, BusRoute 602, BusRoute 655, BusRoute 658, BusRoute 660, BusRoute 665, BusRoute 66A, BusRoute 698, BusRoute 700, BusRoute N700, BusRoute 900, BusRoute 903, BusRoute 904, BusRoute 92A, BusRoute A10, BusRoute PUL, BusRoute T11, BusRoute T12, BusRoute T13, BusRoute STAR, BusRoute X65, BusRoute 7A, BusRoute 8, BusRoute 54A, BusRoute 55A, BusRoute 65, BusRoute 72, BusRoute 72A, BusRoute 74, BusRoute 75, BusRoute 151, BusRoute 80, BusRoute 11A, BusRoute 13, BusRoute 54, BusRoute 49
Great Britain	National	TRNR	missing	BusRoute 508
Great Britain	National	RST	missing	BusRoute 363, BusRoute X81
Great Britain	National	WLK	missing	FerryRoute 1, FerryRoute 5, FerryRoute 6
Great Britain	National	AML	missing	BusRoute AS1, BusRoute AS2
Great Britain	National	DVR	missing	BusRoute 300, BusRoute 309, BusRoute 350, BusRoute 351, BusRoute 401, BusRoute 402A, BusRoute 410A, BusRoute 419A, BusRoute 442, BusRoute 443, BusRoute 528, BusRoute 302, BusRoute 341, BusRoute 342, TramMetroRoute 504
Great Britain	National	RTH	missing	BusRoute 30, BusRoute 329, BusRoute 343, BusRoute 812, BusRoute 813
Great Britain	National	TI	missing	BusRoute 25A, BusRoute 84, BusRoute 201, BusRoute 210, BusRoute 216, BusRoute 217, BusRoute 222, BusRoute 243, BusRoute 247, BusRoute 279, BusRoute 285, BusRoute 287, BusRoute 288, BusRoute 605, BusRoute 86, BusRoute 244, BusRoute 601, BusRoute 608, BusRoute 625, BusRoute 74, BusRoute 670
Great Britain	National	ST	missing	BusRoute 401, BusRoute 403, BusRoute 405, BusRoute 445, BusRoute 491
Great Britain	National	2669	missing	BusRoute 542, BusRoute 697, BusRoute 709, BusRoute 735, BusRoute 797
Great Britain	National	RHDR	missing	BusRoute RHDR
Great Britain	National	KVC	missing	BusRoute 37, BusRoute 175, BusRoute 44
Great Britain	National	OKC	missing	BusRoute 2, BusRoute 3, BusRoute 4, BusRoute 5, BusRoute 6, BusRoute 7, BusRoute 8, BusRoute 9A, BusRoute 9B, BusRoute 9C, BusRoute X1, BusRoute X10
Great Britain	National	AMN	missing	BusRoute 247, BusRoute 61, BusRoute 68, BusRoute 69, BusRoute 110, BusRoute 115, BusRoute 116, BusRoute 767, BusRoute 890, BusRoute 63A, BusRoute 560, BusRoute 3, BusRoute 3E, BusRoute 4, BusRoute 5A, BusRoute 7, BusRoute 7A, BusRoute 7E, BusRoute 8, BusRoute 9A, BusRoute 10A, BusRoute 25, BusRoute 26, BusRoute 29, BusRoute 29A, BusRoute 60, BusRoute 70, BusRoute 74, BusRoute 75, BusRoute 76, BusRoute 112, BusRoute 118, BusRoute 119, BusRoute 432, BusRoute 433, BusRoute 481, BusRoute 765, BusRoute 785, BusRoute 786, BusRoute 825, BusRoute 835, BusRoute 836, BusRoute 837, BusRoute 841, BusRoute ONE, BusRoute X38, BusRoute 2, BusRoute 2A, BusRoute 3B, BusRoute 3s, BusRoute 9, BusRoute 12, BusRoute 24, BusRoute 32, BusRoute 33A, BusRoute 109, BusRoute 482, BusRoute 1A, BusRoute 3A, BusRoute 6, BusRoute 33, BusRoute 409, BusRoute 813, BusRoute 5, BusRoute 23, BusRoute 10, BusRoute 17, BusRoute 1E, BusRoute 21, BusRoute 20, BusRoute 22, BusRoute 11, BusRoute 1, BusRoute 14, BusRoute 101, BusRoute 401, BusRoute 402, BusRoute 403, BusRoute 404, BusRoute 436, BusRoute 449, BusRoute 492, BusRoute 501, BusRoute 544, BusRoute 545, BusRoute 546, BusRoute 552, BusRoute 553, BusRoute 577, BusRoute 738, BusRoute 740, BusRoute 576, BusRoute 53, BusRoute 141, BusRoute 511, BusRoute 64, BusRoute 164, BusRoute X5, BusRoute 44, BusRoute 55, BusRoute 66, BusRoute 77, BusRoute 81, BusRoute 96, BusRoute 99, BusRoute 113, BusRoute 519, BusRoute 783, BusRoute 784, BusRoute 891, BusRoute 892, BusRoute 901, BusRoute 902, BusRoute X44, BusRoute T1, BusRoute 91, BusRoute 11A, BusRoute 22A, BusRoute 114, BusRoute 822, BusRoute 39, BusRoute WH1
Great Britain	National	JSB	missing	BusRoute 17, BusRoute 18, BusRoute 7, BusRoute 7A, BusRoute 80, BusRoute 81, BusRoute 81A, BusRoute 881, BusRoute 89, BusRoute 9
Great Britain	National	2670	missing	BusRoute 77
Great Britain	National	VIL	missing	BusRoute VL11, BusRoute VL12, BusRoute VL13, BusRoute VL14, BusRoute VL1, BusRoute VL2, BusRoute VL3, BusRoute VL4, BusRoute VL5, BusRoute VL6, BusRoute VL7, BusRoute VL8
